Nation,Display Name,Accepted Answers,Source,Generated ID
Argentina,Nicolas Tagliafico,Tagliafico; Tagliafico Nicolas,FIFA-SQUAD-PDF,fifa-argentina-nicolas-tagliafico
Argentina,Rodrigo De Paul,De Paul; De Paul Rodrigo,FIFA-SQUAD-PDF,fifa-argentina-rodrigo-de-paul
Argentina,Thiago Almada,Almada; Almada Thiago,FIFA-SQUAD-PDF,fifa-argentina-thiago-almada
Argentina,Valentin Barco,Barco; Barco Valentin,FIFA-SQUAD-PDF,fifa-argentina-valentin-barco
Australia,Aiden Oneill,Oneill; Oneill Aiden,FIFA-SQUAD-PDF,fifa-australia-aiden-oneill
Australia,Ajdin Hrustic,Hrustic; Hrustic Ajdin,FIFA-SQUAD-PDF,fifa-australia-ajdin-hrustic
Australia,Alessandro Circati,Circati; Circati Alessandro,FIFA-SQUAD-PDF,fifa-australia-alessandro-circati
Australia,Awer Mabil,Mabil; Mabil Awer,FIFA-SQUAD-PDF,fifa-australia-awer-mabil
Australia,Aziz Behich,Behich; Behich Aziz,FIFA-SQUAD-PDF,fifa-australia-aziz-behich
Australia,Cameron Burgess,Burgess; Burgess Cameron,FIFA-SQUAD-PDF,fifa-australia-cameron-burgess
Australia,Cameron Devlin,Devlin; Devlin Cameron,FIFA-SQUAD-PDF,fifa-australia-cameron-devlin
Australia,Connor Metcalfe,Metcalfe; Metcalfe Connor,FIFA-SQUAD-PDF,fifa-australia-connor-metcalfe
Australia,Cristian Volpato,Volpato; Volpato Cristian,FIFA-SQUAD-PDF,fifa-australia-cristian-volpato
Australia,Harry Souttar,Souttar; Souttar Harry,FIFA-SQUAD-PDF,fifa-australia-harry-souttar
Australia,Jackson Irvine,Irvine; Irvine Jackson,FIFA-SQUAD-PDF,fifa-australia-jackson-irvine
Australia,Jacob Italiano,Italiano; Italiano Jacob,FIFA-SQUAD-PDF,fifa-australia-jacob-italiano
Australia,Jason Geria,Geria; Geria Jason,FIFA-SQUAD-PDF,fifa-australia-jason-geria
Australia,Jordan Bos,Bos; Bos Jordan,FIFA-SQUAD-PDF,fifa-australia-jordan-bos
Australia,Kai Trewin,Trewin; Trewin Kai,FIFA-SQUAD-PDF,fifa-australia-kai-trewin
Australia,Lucas Herrington,Herrington; Herrington Lucas,FIFA-SQUAD-PDF,fifa-australia-lucas-herrington
Australia,Mathew Leckie,Leckie; Leckie Mathew,FIFA-SQUAD-PDF,fifa-australia-mathew-leckie
Australia,Mathew Ryan,Ryan; Ryan Mathew,FIFA-SQUAD-PDF,fifa-australia-mathew-ryan
Australia,Milos Degenek,Degenek; Degenek Milos,FIFA-SQUAD-PDF,fifa-australia-milos-degenek
Australia,Mohamed Toure,Toure; Toure Mohamed,FIFA-SQUAD-PDF,fifa-australia-mohamed-toure
Australia,Nestory Irankunda,Irankunda; Irankunda Nestory,FIFA-SQUAD-PDF,fifa-australia-nestory-irankunda
Australia,Nishan Velupillay,Velupillay; Velupillay Nishan,FIFA-SQUAD-PDF,fifa-australia-nishan-velupillay
Australia,Patrick Beach,Beach; Beach Patrick,FIFA-SQUAD-PDF,fifa-australia-patrick-beach
Australia,Paul Izzo,Izzo; Izzo Paul,FIFA-SQUAD-PDF,fifa-australia-paul-izzo
Australia,Paul Okon-Engstler,Okon-Engstler; Okon-Engstler Paul,FIFA-SQUAD-PDF,fifa-australia-paul-okon-engstler
Australia,Tete Yengi,Yengi; Yengi Tete,FIFA-SQUAD-PDF,fifa-australia-tete-yengi
Austria,Alessandro Schoepf,Schoepf; Schoepf Alessandro,FIFA-SQUAD-PDF,fifa-austria-alessandro-schoepf
Austria,Alexander Prass,Prass; Prass Alexander,FIFA-SQUAD-PDF,fifa-austria-alexander-prass
Austria,Alexander Schlager,Schlager; Schlager Alexander,FIFA-SQUAD-PDF,fifa-austria-alexander-schlager
Austria,Carney Chukwuemeka,Chukwuemeka; Chukwuemeka Carney,FIFA-SQUAD-PDF,fifa-austria-carney-chukwuemeka
Austria,Christoph Baumgartner,Baumgartner; Baumgartner Christoph,FIFA-SQUAD-PDF,fifa-austria-christoph-baumgartner
Austria,David Affengruber,Affengruber; Affengruber David,FIFA-SQUAD-PDF,fifa-austria-david-affengruber
Austria,David Alaba,Alaba; Alaba David,FIFA-SQUAD-PDF,fifa-austria-david-alaba
Austria,Florian Grillitsch,Grillitsch; Grillitsch Florian,FIFA-SQUAD-PDF,fifa-austria-florian-grillitsch
Austria,Florian Wiegele,Wiegele; Wiegele Florian,FIFA-SQUAD-PDF,fifa-austria-florian-wiegele
Austria,Kevin Danso,Danso; Danso Kevin,FIFA-SQUAD-PDF,fifa-austria-kevin-danso
Austria,Konrad Laimer,Laimer; Laimer Konrad,FIFA-SQUAD-PDF,fifa-austria-konrad-laimer
Austria,Marcel Sabitzer,Sabitzer; Sabitzer Marcel,FIFA-SQUAD-PDF,fifa-austria-marcel-sabitzer
Austria,Marco Friedl,Friedl; Friedl Marco,FIFA-SQUAD-PDF,fifa-austria-marco-friedl
Austria,Marko Arnautovic,Arnautovic; Arnautovic Marko,FIFA-SQUAD-PDF,fifa-austria-marko-arnautovic
Austria,Michael Gregoritsch,Gregoritsch; Gregoritsch Michael,FIFA-SQUAD-PDF,fifa-austria-michael-gregoritsch
Austria,Michael Svoboda,Svoboda; Svoboda Michael,FIFA-SQUAD-PDF,fifa-austria-michael-svoboda
Austria,Nicolas Seiwald,Seiwald; Seiwald Nicolas,FIFA-SQUAD-PDF,fifa-austria-nicolas-seiwald
Austria,Patrick Pentz,Pentz; Pentz Patrick,FIFA-SQUAD-PDF,fifa-austria-patrick-pentz
Austria,Patrick Wimmer,Wimmer; Wimmer Patrick,FIFA-SQUAD-PDF,fifa-austria-patrick-wimmer
Austria,Paul Wanner,Wanner; Wanner Paul,FIFA-SQUAD-PDF,fifa-austria-paul-wanner
Austria,Philipp Lienhart,Lienhart; Lienhart Philipp,FIFA-SQUAD-PDF,fifa-austria-philipp-lienhart
Austria,Phillip Mwene,Mwene; Mwene Phillip,FIFA-SQUAD-PDF,fifa-austria-phillip-mwene
Austria,Romano Schmid,Schmid; Schmid Romano,FIFA-SQUAD-PDF,fifa-austria-romano-schmid
Austria,Sasa Kalajdzic,Kalajdzic; Kalajdzic Sasa,FIFA-SQUAD-PDF,fifa-austria-sasa-kalajdzic
Austria,Stefan Posch,Posch; Posch Stefan,FIFA-SQUAD-PDF,fifa-austria-stefan-posch
Austria,Xaver Schlager,Schlager; Schlager Xaver,FIFA-SQUAD-PDF,fifa-austria-xaver-schlager
Belgium,Alexis Saelemaekers,Saelemaekers; Saelemaekers Alexis,FIFA-SQUAD-PDF,fifa-belgium-alexis-saelemaekers
Belgium,Amadou Onana,Onana; Onana Amadou,FIFA-SQUAD-PDF,fifa-belgium-amadou-onana
Belgium,Arthur Theate,Theate; Theate Arthur,FIFA-SQUAD-PDF,fifa-belgium-arthur-theate
Belgium,Axel Witsel,Witsel; Witsel Axel,FIFA-SQUAD-PDF,fifa-belgium-axel-witsel
Belgium,Brandon Mechele,Mechele; Mechele Brandon,FIFA-SQUAD-PDF,fifa-belgium-brandon-mechele
Belgium,Charles De Ketelaere,De Ketelaere; De Ketelaere Charles,FIFA-SQUAD-PDF,fifa-belgium-charles-de-ketelaere
Belgium,Diego Moreira,Moreira; Moreira Diego,FIFA-SQUAD-PDF,fifa-belgium-diego-moreira
Belgium,Dodi Lukebakio,Lukebakio; Lukebakio Dodi,FIFA-SQUAD-PDF,fifa-belgium-dodi-lukebakio
Belgium,Hans Vanaken,Vanaken; Vanaken Hans,FIFA-SQUAD-PDF,fifa-belgium-hans-vanaken
Belgium,Jeremy Doku,Doku; Doku Jeremy,FIFA-SQUAD-PDF,fifa-belgium-jeremy-doku
Belgium,Joaquin Seys,Seys; Seys Joaquin,FIFA-SQUAD-PDF,fifa-belgium-joaquin-seys
Belgium,Kevin De Bruyne,De Bruyne; De Bruyne Kevin,FIFA-SQUAD-PDF,fifa-belgium-kevin-de-bruyne
Belgium,Koni De Winter,De Winter; De Winter Koni,FIFA-SQUAD-PDF,fifa-belgium-koni-de-winter
Belgium,Leandro Trossard,Trossard; Trossard Leandro,FIFA-SQUAD-PDF,fifa-belgium-leandro-trossard
Belgium,Matias Fernandez-Pardo,Fernandez-Pardo; Fernandez-Pardo Matias,FIFA-SQUAD-PDF,fifa-belgium-matias-fernandez-pardo
Belgium,Maxim De Cuyper,De Cuyper; De Cuyper Maxim,FIFA-SQUAD-PDF,fifa-belgium-maxim-de-cuyper
Belgium,Mike Penders,Penders; Penders Mike,FIFA-SQUAD-PDF,fifa-belgium-mike-penders
Belgium,Nathan Ngoy,Ngoy; Ngoy Nathan,FIFA-SQUAD-PDF,fifa-belgium-nathan-ngoy
Belgium,Nicolas Raskin,Raskin; Raskin Nicolas,FIFA-SQUAD-PDF,fifa-belgium-nicolas-raskin
Belgium,Romelu Lukaku,Lukaku; Lukaku Romelu,FIFA-SQUAD-PDF,fifa-belgium-romelu-lukaku
Belgium,Senne Lammens,Lammens; Lammens Senne,FIFA-SQUAD-PDF,fifa-belgium-senne-lammens
Belgium,Thibaut Courtois,Courtois; Courtois Thibaut,FIFA-SQUAD-PDF,fifa-belgium-thibaut-courtois
Belgium,Thomas Meunier,Meunier; Meunier Thomas,FIFA-SQUAD-PDF,fifa-belgium-thomas-meunier
Belgium,Timothy Castagne,Castagne; Castagne Timothy,FIFA-SQUAD-PDF,fifa-belgium-timothy-castagne
Belgium,Youri Tielemans,Tielemans; Tielemans Youri,FIFA-SQUAD-PDF,fifa-belgium-youri-tielemans
Belgium,Zeno Debast,Debast; Debast Zeno,FIFA-SQUAD-PDF,fifa-belgium-zeno-debast
Bosnia And Herzegovina,Amar Dedic,Dedic; Dedic Amar,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-amar-dedic
Bosnia And Herzegovina,Amar Memic,Memic; Memic Amar,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-amar-memic
Bosnia And Herzegovina,Amir Hadziahmetovic,Hadziahmetovic; Hadziahmetovic Amir,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-amir-hadziahmetovic
Bosnia And Herzegovina,Armin Gigovic,Gigovic; Gigovic Armin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-armin-gigovic
Bosnia And Herzegovina,Benjamin Tahirovic,Tahirovic; Tahirovic Benjamin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-benjamin-tahirovic
Bosnia And Herzegovina,Dennis Hadzikadunic,Hadzikadunic; Hadzikadunic Dennis,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-dennis-hadzikadunic
Bosnia And Herzegovina,Dzenis Burnic,Burnic; Burnic Dzenis,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-dzenis-burnic
Bosnia And Herzegovina,Edin Dzeko,Dzeko; Dzeko Edin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-edin-dzeko
Bosnia And Herzegovina,Ermedin Demirovic,Demirovic; Demirovic Ermedin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-ermedin-demirovic
Bosnia And Herzegovina,Ermin Mahmic,Mahmic; Mahmic Ermin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-ermin-mahmic
Bosnia And Herzegovina,Esmir Bajraktarevic,Bajraktarevic; Bajraktarevic Esmir,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-esmir-bajraktarevic
Bosnia And Herzegovina,Haris Tabakovic,Tabakovic; Tabakovic Haris,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-haris-tabakovic
Bosnia And Herzegovina,Ivan Basic,Basic; Basic Ivan,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-ivan-basic
Bosnia And Herzegovina,Ivan Sunjic,Sunjic; Sunjic Ivan,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-ivan-sunjic
Bosnia And Herzegovina,Jovo Lukic,Lukic; Lukic Jovo,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-jovo-lukic
Bosnia And Herzegovina,Kerim Alajbegovic,Alajbegovic; Alajbegovic Kerim,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-kerim-alajbegovic
Bosnia And Herzegovina,Martin Zlomislic,Zlomislic; Zlomislic Martin,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-martin-zlomislic
Bosnia And Herzegovina,Mladen Jurkas,Jurkas; Jurkas Mladen,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-mladen-jurkas
Bosnia And Herzegovina,Nidal Celik,Celik; Celik Nidal,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-nidal-celik
Bosnia And Herzegovina,Nihad Mujakic,Mujakic; Mujakic Nihad,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-nihad-mujakic
Bosnia And Herzegovina,Nikola Katic,Katic; Katic Nikola,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-nikola-katic
Bosnia And Herzegovina,Nikola Vasilj,Vasilj; Vasilj Nikola,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-nikola-vasilj
Bosnia And Herzegovina,Samed Bazdar,Bazdar; Bazdar Samed,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-samed-bazdar
Bosnia And Herzegovina,Sead Kolasinac,Kolasinac; Kolasinac Sead,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-sead-kolasinac
Bosnia And Herzegovina,Stjepan Radeljic,Radeljic; Radeljic Stjepan,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-stjepan-radeljic
Bosnia And Herzegovina,Tarik Muharemovic,Muharemovic; Muharemovic Tarik,FIFA-SQUAD-PDF,fifa-bosnia-and-herzegovina-tarik-muharemovic
Brazil,Alex Sandro,Alex Sandro Alex; Sandro,FIFA-SQUAD-PDF,fifa-brazil-alex-sandro
Brazil,Alisson,Alisson Álisson,FIFA-SQUAD-PDF,fifa-brazil-alisson
Brazil,Bremer,Bremer Gleison,FIFA-SQUAD-PDF,fifa-brazil-bremer
Brazil,Bruno Guimaraes,Bruno Guimaraes Bruno; Guimaraes,FIFA-SQUAD-PDF,fifa-brazil-bruno-guimaraes
Brazil,Casemiro,Casemiro Carlos,FIFA-SQUAD-PDF,fifa-brazil-casemiro
Brazil,Danilo,Danilo Danilo,FIFA-SQUAD-PDF,fifa-brazil-danilo
Brazil,Danilo Santos,Danilo Santos Danilo; Santos,FIFA-SQUAD-PDF,fifa-brazil-danilo-santos
Brazil,Douglas Santos,Douglas Santos Douglas; Santos,FIFA-SQUAD-PDF,fifa-brazil-douglas-santos
Brazil,Ederson,Ederson Ederson,FIFA-SQUAD-PDF,fifa-brazil-ederson
Brazil,Ederson Silva,Ederson Silva Éderson; Silva,FIFA-SQUAD-PDF,fifa-brazil-ederson-silva
Brazil,Endrick,Endrick Endrick,FIFA-SQUAD-PDF,fifa-brazil-endrick
Brazil,Fabinho,Fabinho Fabio,FIFA-SQUAD-PDF,fifa-brazil-fabinho
Brazil,Gabriel Magalhaes,Gabriel Magalhaes Gabriel; Magalhaes,FIFA-SQUAD-PDF,fifa-brazil-gabriel-magalhaes
Brazil,Gabriel Martinelli,Gabriel Martinelli Gabriel; Martinelli,FIFA-SQUAD-PDF,fifa-brazil-gabriel-martinelli
Brazil,Igor Thiago,Igor Thiago Igor; Thiago,FIFA-SQUAD-PDF,fifa-brazil-igor-thiago
Brazil,Leo Pereira,Leo Pereira Leonardo; Pereira,FIFA-SQUAD-PDF,fifa-brazil-leo-pereira
Brazil,Lucas Paqueta,Lucas Paqueta Lucas; Paqueta,FIFA-SQUAD-PDF,fifa-brazil-lucas-paqueta
Brazil,Luiz Henrique,Luiz Henrique Luiz; Henrique,FIFA-SQUAD-PDF,fifa-brazil-luiz-henrique
Brazil,Marquinhos,Marquinhos Marcos,FIFA-SQUAD-PDF,fifa-brazil-marquinhos
Brazil,Matheus Cunha,Matheus Cunha Matheus; Cunha,FIFA-SQUAD-PDF,fifa-brazil-matheus-cunha
Brazil,Neymar Jr,Neymar Jr Neymar; Jr,FIFA-SQUAD-PDF,fifa-brazil-neymar-jr
Brazil,Raphinha,Raphinha Raphael,FIFA-SQUAD-PDF,fifa-brazil-raphinha
Brazil,Rayan,Rayan Rayan,FIFA-SQUAD-PDF,fifa-brazil-rayan
Brazil,Roger Ibanez,Roger Ibanez Roger; Ibanez,FIFA-SQUAD-PDF,fifa-brazil-roger-ibanez
Brazil,Vinicius Junior,Vinicius Junior Vinicius; Junior,FIFA-SQUAD-PDF,fifa-brazil-vinicius-junior
Brazil,Weverton,Weverton Weverton,FIFA-SQUAD-PDF,fifa-brazil-weverton
Cabo Verde,Carlos Cj Dos Santos,Cj Dos Santos; Cj Dos Santos Carlos,FIFA-SQUAD-PDF,fifa-cabo-verde-carlos-cj-dos-santos
Cabo Verde,Dailon Livramento,Dailon Livramento Dailon; Livramento,FIFA-SQUAD-PDF,fifa-cabo-verde-dailon-livramento
Cabo Verde,Deroy Duarte,Deroy Duarte Deroy; Duarte,FIFA-SQUAD-PDF,fifa-cabo-verde-deroy-duarte
Cabo Verde,Edilson Diney Borges,Diney Borges; Diney Borges Edilson,FIFA-SQUAD-PDF,fifa-cabo-verde-edilson-diney-borges
Cabo Verde,Garry Rodrigues,Garry Rodrigues Garry; Rodrigues,FIFA-SQUAD-PDF,fifa-cabo-verde-garry-rodrigues
Cabo Verde,Gilson Benchimol,Gilson Benchimol Gilson; Benchimol,FIFA-SQUAD-PDF,fifa-cabo-verde-gilson-benchimol
Cabo Verde,Helio Varela,Helio Varela Hélio; Varela,FIFA-SQUAD-PDF,fifa-cabo-verde-helio-varela
Cabo Verde,Ianique Stopira,Stopira; Stopira Ianique,FIFA-SQUAD-PDF,fifa-cabo-verde-ianique-stopira
Cabo Verde,Jair Yannick Semedo,Yannick Semedo; Yannick Semedo Jair,FIFA-SQUAD-PDF,fifa-cabo-verde-jair-yannick-semedo
Cabo Verde,Jamiro Monteiro,Jamiro Monteiro Jamiro; Monteiro,FIFA-SQUAD-PDF,fifa-cabo-verde-jamiro-monteiro
Cabo Verde,Joao Paulo,Joao Paulo João; Paulo,FIFA-SQUAD-PDF,fifa-cabo-verde-joao-paulo
Cabo Verde,Josimar Vozinha,Vozinha; Vozinha Josimar,FIFA-SQUAD-PDF,fifa-cabo-verde-josimar-vozinha
Cabo Verde,Jovane Cabral,Jovane Cabral Jovane; Cabral,FIFA-SQUAD-PDF,fifa-cabo-verde-jovane-cabral
Cabo Verde,Kelvin Pires,Kelvin Pires Kelvin; Pires,FIFA-SQUAD-PDF,fifa-cabo-verde-kelvin-pires
Cabo Verde,Kevin Pina,Kevin Pina Kevin; Pina,FIFA-SQUAD-PDF,fifa-cabo-verde-kevin-pina
Cabo Verde,Laros Duarte,Laros Duarte Laros; Duarte,FIFA-SQUAD-PDF,fifa-cabo-verde-laros-duarte
Cabo Verde,Logan Costa,Logan Costa Logan; Costa,FIFA-SQUAD-PDF,fifa-cabo-verde-logan-costa
Cabo Verde,Marcio Rosa,Marcio Rosa Márcio; Rosa,FIFA-SQUAD-PDF,fifa-cabo-verde-marcio-rosa
Cabo Verde,Nuno Da Costa,Nuno Da Costa Nuno; Da Costa,FIFA-SQUAD-PDF,fifa-cabo-verde-nuno-da-costa
Cabo Verde,Roberto Pico Lopes,Pico Lopes; Pico Lopes Roberto,FIFA-SQUAD-PDF,fifa-cabo-verde-roberto-pico-lopes
Cabo Verde,Ryan Mendes,Ryan Mendes Ryan; Mendes,FIFA-SQUAD-PDF,fifa-cabo-verde-ryan-mendes
Cabo Verde,Sidny Lopes Cabral,Sidny Lopes Cabral Sidny; Lopes Cabral,FIFA-SQUAD-PDF,fifa-cabo-verde-sidny-lopes-cabral
Cabo Verde,Steven Moreira,Steven Moreira Steven; Moreira,FIFA-SQUAD-PDF,fifa-cabo-verde-steven-moreira
Cabo Verde,Telmo Arcanjo,Telmo Arcanjo Telmo; Arcanjo,FIFA-SQUAD-PDF,fifa-cabo-verde-telmo-arcanjo
Cabo Verde,Wagner Pina,Wagner Pina Wagner; Pina,FIFA-SQUAD-PDF,fifa-cabo-verde-wagner-pina
Cabo Verde,Willy Semedo,Willy Semedo Willy; Semedo,FIFA-SQUAD-PDF,fifa-cabo-verde-willy-semedo
Canada,Ale Jones,Jones; Jones Ale,FIFA-SQUAD-PDF,fifa-canada-ale-jones
Canada,Ali Ahmed,Ahmed; Ahmed Ali,FIFA-SQUAD-PDF,fifa-canada-ali-ahmed
Canada,Alistair Johnston,Johnston; Johnston Alistair,FIFA-SQUAD-PDF,fifa-canada-alistair-johnston
Canada,Alphonso Davies,Davies; Davies Alphonso,FIFA-SQUAD-PDF,fifa-canada-alphonso-davies
Canada,Cyle Larin,Larin; Larin Cyle,FIFA-SQUAD-PDF,fifa-canada-cyle-larin
Canada,Dayne St. Clair,St. Clair; St. Clair Dayne,FIFA-SQUAD-PDF,fifa-canada-dayne-st-clair
Canada,Derek Cornelius,Cornelius; Cornelius Derek,FIFA-SQUAD-PDF,fifa-canada-derek-cornelius
Canada,Ismael Kone,Kone; Kone Ismael,FIFA-SQUAD-PDF,fifa-canada-ismael-kone
Canada,Jacob Shaffelburg,Shaffelburg; Shaffelburg Jacob,FIFA-SQUAD-PDF,fifa-canada-jacob-shaffelburg
Canada,Joel Waterman,Waterman; Waterman Joel,FIFA-SQUAD-PDF,fifa-canada-joel-waterman
Canada,Jonathan David,David; David Jonathan,FIFA-SQUAD-PDF,fifa-canada-jonathan-david
Canada,Jonathan Osorio,Osorio; Osorio Jonathan,FIFA-SQUAD-PDF,fifa-canada-jonathan-osorio
Canada,Liam Millar,Millar; Millar Liam,FIFA-SQUAD-PDF,fifa-canada-liam-millar
